title,Number_of_tags,class_val
We Got Drunk And Made Ourselves Super Bowl Trophies,6,1
Which Animated TV Show Family Should You Live With,8,1
15 Surreal Places In Texas You Need To Visit Before You Die,3,1
"Marc Anthony Said ""Fuck Donald Trump"" To A Crowd Of Thousands - BuzzFeed News",4,1
24 Potato Recipes That Should Be Illegal,0,1
"Gloria Steinem Sorry For Saying Young Women Support Sanders ""For The Boys"" - BuzzFeed News",6,1
29 Celestial Accessories You'll Be Over The Moon For,8,1
We Know Your Bra Size Based On Random Questions,5,1
"Paris Geller Is Going To Be In The New ""Gilmore Girls"" So We Can All Calm Down",5,1
Here Are 19 Of The Best Tacos In America,9,1
23 Made In America Clothing Brands You Should Know,4,1
27 Behind-The-Scenes Comments You Only Hear At The Puppy Bowl,5,1
"Are You More ""Formation"" Or ""Work""",9,1
17 Times The Internet Got Too Real About Instagram,6,1
Millions Of People Are Obsessed With This Video Of A Mom Getting Her 4 Kids Ready,7,1
Here's Your Sunday BuzzFeed Comics Roundup,8,1
19 Ways To Throw Your Kid The Ultimate Birthday At Disneyland,6,1
17 Awards All Makeup Lovers Deserve,9,1
This Super Bowl Ad Parody Is Twisted AF,7,1
13 Things I Learned When I Decided To Start Eating Vegetables,10,1
29 Delicate Pieces Of Jewelry You'll Never Take Off,10,1
28 Ways To Add Extra Flavor To Everything You Cook,8,1
22 Perfect Valentines For People Who Have No Time For Feelings,7,1
23 Insanely Cozy Robes To Spend Your Weekends In,10,1
28 Charming Ways To Use Your Kids' Art As Decor,9,1
Amber Rose Posted A Photo Of Herself From Middle School And It Is Amazing,3,1
20 Things You'll Only Understand If You're Slightly Obsessed With Meal Prep,7,1
19 Painfully Honest Cards For Your Very Human Valentine,9,1
23 Behind-The-Scenes Moments From Puppy Bowl XII,3,1
7 Easy Dinners That Are Tasty AF,6,1
13 Annoying Little Problems Trans Women Didn't Expect After Transition,6,1
7 Insanely Easy Organizing Tricks You'll Actually Want To Try,3,1
This Deaf Boy Can Now Communicate With His Classmates After They All Learned Sign Language Together - BuzzFeed News,4,1
21 Delicious Ways To Celebrate Mardi Gras,4,1
"Bernie Sanders Played His Own Ancestor Alongside Larry David On ""SNL""",7,1
This Family Photo Has Everybody On The Internet Freaking Out,5,1
15 Scrumptious Oreo Desserts We Are Literally Not Worthy Of,3,1
"FYI, Tom From MySpace Is Living The Dream",2,1
A Bus Just Exploded For A Film Stunt In The Middle Of London - BuzzFeed News,0,1
24 Times Lucy Hale Won Our Hearts On Instagram,9,1
Rape Reports Linked To Dating Apps Have Risen Dramatically - BuzzFeed News,3,1
Are You More Tyler Joseph Or Josh Dun From Twenty One Pilots,5,1
"America Finally Got An Episode Of ""Bern Your Enthusiasm"" On ""SNL""",5,1
The Most Earthshaking Stories You Need To Read This Week - BuzzFeed News,10,1
"26 Times ""Would I Lie To You?"" Was The Best Show On Television",3,1
People Try Virtual Reality Porn For The First Time,10,1
This Picture Test Will Reveal Your Ideal Partner,7,1
Which Disney Valentine's Day Card Should You Give To Your Bae,6,1
"Every ""The Office"" Relationship, Definitively Ranked",6,1
10 Celebs That Have Been Drinking From The Fountain Of Youth,6,1
"This Incredible ""Making A Murderer"" Theory Is Too Good To Be True",10,1
14 Beautiful And Powerful Pictures From Mumbai's Pride Parade,8,1
16 GIFs Anyone Trying To Get Their Life In Order Will Relate To On A Spiritual Level,5,1
Can You Match The Selena Gomez Music Video To Its YouTube Comment,7,1
What Should You Instagram Next,4,1
This Guy's Beautiful Portraits Will Leave You Speechless,10,1
10 Life-Changing Things To Try In February,2,1
If People Were Honest On Valentine's Day,10,1
Which Member Of EXO Are You,3,1
Which Celebrity Should You Follow On Twitter,5,1
We Know What Your Job Is Based On Random Questions,3,1
14 Gifts All John Green Fans Will Absolutely Adore,4,1
"Do You Remember The Hogwarts House Of These Minor ""Harry Potter"" Characters",3,1
Do You Know What Feminism Actually Means,10,1
Which '90s Nicktoon Are You,5,1
How Ready For Valentine's Day Are You Really,5,1
"12 Burning Questions ""Fuller House"" Needs To Answer ASAP",6,1
Which Australian TV High School Should You Go To,9,1
18 Truths About Being In The Closet That Hit Too Close To Home,8,1
24 Perfect Gordon Ramsay GIFs Perfect For Every Situation,7,1
How Many Food Court Places Have You Eaten At,4,1
"Then Vs. Now: The Cast Of ""Aquamarine""",10,1
21 Signs Your Date Isn't Going Well,10,1
Show Us Your Colorful Tattoos,5,1
Married Vs. Single: How Do You Know If Someone Likes You,10,1
"This 4 Question ""Gilmore Girls"" Quiz Will Determine What Kind Of Coffee Drinker You Are",10,1
24 Shamelessly Sexual Valentine's Day Cards,7,1
These Beginner Dinners Will Teach You How To Cook,10,1
Everything You Need To Know About Traveling To Mexico,4,1
This One Question Will Tell You If You Are A Good Driver Or Not,6,1
24 Trips That Actually Changed People's Lives,8,1
Here's How A Box Of Girl Scout Cookies Actually Helped Solve A Crime - BuzzFeed News,6,1
It's Raining Flower Petals In Downtown Los Angeles - BuzzFeed News,5,1
Someone Calculated How Rich Harry Potter Was And The Answer Is Surprising,3,1
Solange Knowles's Wedding Ring Got Lost At Mardi Gras,5,1
23 Free Health And Fitness Apps You Need To Download Immediately,10,1
16 Times Club Penguin Perfectly Summed Up Being A College Student,5,1
Pigskin A Blanket: Super Bowl 50 Picks,0,1
13 Roommate Secrets That Will Make You Want To Live Alone,4,1
14 Problems Only Overly Nice People Have,1,1
"First Photo From ""Gilmore Girls"" Reboot Proves Lorelai Hasn't Aged",8,1
23 Of The Most Satisfying Gaming Achievements,6,1
Are You And Your Best Friend More Kendall And Cara Or Kendall And Gigi,6,1
9 Sex Tips That Anyone With A Vagina Should Try,6,1
19 Super Cute Dollar Store DIYs That Will Complete Your Bedroom,10,1
21 Fierce AF Haircuts That Will Look Good On Anyone,6,1
27 DIY Jewelry Projects That Are Actually Easy,7,1
14 Ways To Actually Resolve Conflicts With Your Friends,10,1
14 DIY Canopies You Need To Make For Your Bedroom,6,1
Which Iconic '00s Teen Movie Do You Actually Belong In,8,1
21 Things That Will Only Make Sense If You Have A Colicky Baby,6,1
15 Game-Changing Eyeliner Charts If You Suck At Makeup,9,1
24 Totally Unexpected Chocolates To Give Your Valentine,7,1
17 Products That Prove You're Raising Your Kids In The Damn Future,5,1
The Carolina Panthers Mascot Is Absolutely Purrfect,4,1
Here's How To Get A Haircut You Actually Like,7,1
13 Of The Best Things We Bought On Amazon In 2015,6,1
"Brits Are Taking The Piss Out Of The Donald With ""Trump Selfies"" - BuzzFeed News",1,1
A Middle School Boy Is Speaking Out After Being Forced To Change Out Of An Elsa Costume - BuzzFeed News,6,1
"Rihanna Looks Flawless In Her New Video For ""Work""",7,1
This Guy Accidentally Made A Filthy Poster For The Lunar New Year - BuzzFeed News,6,1
21 Borderline Orgasmic Moments Every Woman Will Understand,6,1
What's The Most Underrated Place To Get Cute Clothes For Work,2,1
17 Last-Minute Super Bowl Recipes That You Need In Your Life,1,1
21 Things That Happen When You Decide To Grow Out Your Short Hair,6,1
17 Incredible Yurt Getaways For When You Need Some Chill Vibes,2,1
31 '90s Products You Can Still Find,5,1
31 Charts That'll Help You Have The Best Hair Of Your Life,5,1
17 Cards Your Valentine Will Love As Much As Kanye Loves Kanye,8,1
Do You Know What Happened In The News This Week - BuzzFeed News,0,1
These Gluten-Free Blender Muffins Are The Perfect Make-Ahead Breakfast,10,1
17 Heart-Shaped Gifts For People Who Love Love,1,1
Are You More Toad Or Yoshi,7,1
Who Should Be Your First Celebrity Hookup,3,1
What 10 World Landmarks Could Look Like In An Epic Drought,0,1
10 Celebrities Who Look Exactly Like '00s Disney Channel Characters,6,1
13 Inspiring Roald Dahl Quotes Guaranteed To Brighten Your Day,4,1
Which K-Pop Song Should You Listen To Based On Your Birth Month,4,1
Who Said It: Donald Trump Or Kanye West,4,1
Are You More Destiny's Child Or TLC,4,1
Who Said It: Gene Belcher Or Chris Griffin,6,1
"Yep, James Franco Is Making A Movie About Zola's Viral Twitter Story - BuzzFeed News",3,1
Are You More Ja Rule And Ashanti Or Ja Rule And J.Lo,7,1
Everyone Is Freaking Out That Twitter Is Switching To An Algorithmic Timeline,6,1
Here's How You Can Climb Mount Everest Without Leaving Your House,10,1
16 Immigrants Anonymously Confess What It's Like To Live Away From Home,3,1
Are You More Like Papyrus Or Sans,9,1
16 Honest Confessions From People Wearing Purity Rings,10,1
Can You Figure Out What's Wrong With These Diagrams,9,1
This Is What Happens When A Neat Freak Hides $1.5 Million Worth Of Stolen Goods - BuzzFeed News,3,1
"15 Things You Never Knew About The Cast Of ""Pride And Prejudice And Zombies""",7,1
What Britney Spears Instagram Looks Like Vs. Other Pop Stars' Instagrams,10,1
21 Disney GIFs That'll Ruin Your Whole Entire Childhood,10,1
Can You Get Through This Post Without Moaning With Pleasure,9,1
24 Of The Most Powerful Photos Of This Week,6,1
"Oh My God, What If Drake Is A Lowkey Book Lover",5,1
"This Video Of The ""Grease: Live"" Control Room Will Give You So Much Anxiety",3,1
Salma Hayek Had To Go To The ER In An Embarrassing T-Shirt,4,1
This Artist Made Adorable Illustrations For Some Of The Best Pickup Lines,10,1
The New Coen Brothers Movie Is About A Time When Everyone Was In Some Sort Of Closet,10,1
These 3D-Printed Permanent Hairpieces Are Making Waves For Cancer Survivors,0,1
12 Reasons You Definitely Need To Take A Person Swimming On The First Date,4,1
People Have Set Up A Memorial For A Bus-Stop Cat Who Was Viciously Killed,9,1
21 Delicious And Affordable Things You Need To Eat In Nashville,6,1
What Products Make Sex Better For You,8,1
13 Photographs Of Teens' Bedrooms That'll Show You How They Live,8,1
George Clooney And Channing Tatum Took Our BFF Test And OMG,7,1
"7 Reasons To Listen To BuzzFeed's New Podcast ""The Tell Show""",5,1
This Amazing Wine Glass Makes You Look As Drunk As You Feel,6,1
23 Times Ed Sheeran Was Really Fucking Nice,5,1
26 Things That Won't Actually Make Sense Unless You're In Your Twenties,10,1
What New Song Should Be Your Jam This Weekend,10,1
"18 Cats Who Just Had A Really Long, Hard Day",3,1
Here's What Happened When I Got Botox For The First Time,7,1
The Starving Sea Lion Pup Found Sleeping In A Restaurant Has A Good Chance Of Surviving - BuzzFeed News,6,1
"This ""Gilmore Girls"" Fan Designs Beautiful Posters Inspired By The Show",5,1
Here's A Preview Of The New MAC Makeup Designed By A Bunch Of Badass Women,7,1
19 Ways You Know You're Friends With A Teacher,7,1
This Is What $1 USD Gets You In Food All Around The World,8,1
13 Ways To Prove You're Way More Interesting Than The Stupid Super Bowl,10,1
What Song Always Makes You Feel Like A Badass,10,1
This Group Wants Veganism To Be Protected Under Human Rights Law - BuzzFeed News,6,1
Woman Shows Up To Her Own Funeral After Boyfriend's Hitmen Refuse To Kill Her - BuzzFeed News,8,1
27 Things You Need To Know About Andy Grammer,3,1
How New Jersey Are You,6,1
19 Of The Most Cringe-Worthy Audition Horror Stories You'll Ever Hear,10,1
Jimmy Fallon's Puppies Predicted The Broncos Will Win The Super Bowl,5,1
"Today Is National Working Naked Day, So Take Off All Your Clothes",4,1
This Food Test Will Prove If You're A Real New Yorker,10,1
This Sephora Minnie Mouse Collection Is Every Disney Lover's Dream Come True,4,1
"Kanye West Perfectly Responded To Drake's ""Nice Pool"" Lyric",6,1
18 Hilarious Tweets That Perfectly Sum Up Laziness,8,1
The Pictures You Choose Will Reveal A Deep Truth About Yourself,5,1
Here's What Pregnant Women Actually Need To Know About The Zika Virus,10,1
14 Ways Trays Can Make Your Space Feel More Put-Together,9,1
A Family Re-Created Their Favourite Photo With Their Dog On His Last Day - BuzzFeed News,3,1
10 Books That Will Get You In The Mood On Valentine's Day,8,1
35 Times The Kardashians Were Unintentionally Funny,1,1
Here's How A World Champion Runner Actually Eats And Trains,4,1
15 Super Bowl Snacks Worth Feasting On,10,1
Jason Sudeikis' Son Playing With A Lightsaber Is Hilarious And Adorable,8,1
Steven Avery's Son Doesn't Think His Dad Is Guilty Of Murder,4,1
Sonakshi Sinha Snapchatted Herself Doodling And Accidentally Drew Kim Kardashian,6,1
The Internet Can't Stop Memeing Randeep Hooda After His Massive Weight Loss,5,1
BuzzFeed Crossword: Freestyle Challenge,6,1
Two Comedians Hilariously Snapchatted Themselves Procrastinating For 2 Days,10,1
Five Jet Crew Members Have Been Suspended For Allowing Sonu Nigam To Sing On A Flight,7,1
"Mother Of God, Randeep Hooda Is Unrecognisable In His Look For His Next Film",8,1
17 Mouthwatering Foods You Need To Eat For Lunar New Year,6,1
28 Times Ted Cruz Was Actually Super Relatable,7,1
Watch Mariah Carey Internally Scream When She's Asked To Sing,3,1
26 Ingenious Products That Will Literally Light Up Your Life,10,1
What's Going On Around The World Today - BuzzFeed News,0,1
20 Sex Toys You And Your Partner Will Actually Use,6,1
88-Year-Old Note Written By Laborers Found In Historic Kansas Building - BuzzFeed News,4,1
27 Cat Pictures Because Life Is Literally Just Terrible,5,1
Here's How To Use The New Naked Palette If You Suck At Eyeshadow,5,1
15 Next-Level Buffalo Snacks For Your Superbowl Party,4,1
22 Fucking Adorable Valentine's Gifts For Baes Who Love Cursing,9,1
29 Things You Should Eat In February,10,1
21 Three-Ingredient Vegan Desserts That Are As Easy As They Are Delicious,6,1
How Good Are Your Table Manners,5,1
24 Of The Most Badass Moments In History,4,1
14 Insanely Easy DIY Valentine's Day Treats That'll Spread Some Serious Love,6,1
Can You Identify These Disney Movies Based On A Screenshot,6,1
"People Are Taking The Piss After The UN Said Julian Assange Had Been ""Arbitrarily Detained"" - BuzzFeed News",4,1
People Are Freaking Out Over France's Proposal To Remove The Circumflex - BuzzFeed News,3,1
Are You A Proper Grown Up Yet,6,1
Photographer Captures A Muslim Community Three Years After A Nail Bomb Attack - BuzzFeed News,0,1
18 Facts Every Lesbian Knows To Be 100% True,6,1
When A Celebrity Photographer Turns His Lens To Homeless People,2,1
Are You Actually A Meme Bob Or A Meme Snob,6,1
"We Found Out How Well The Cast Of ""Zoolander 2"" Really Know Each Other",8,1
I Went On Tinder And Only Used Bernie Sanders Quotes,0,1
Are You More House Stark Or House Targaryen,4,1
Can You Identify These Distorted Celebrity Faces,5,1
16 Customer Complaints Guaranteed To Make You Laugh,10,1
Are You More Like Julianne Or Derek Hough,3,1
21 Funny Tweets That Perfectly Sum Up Your Hatred For People,10,1
Disney Princesses As Damn Rocks,4,1
13 Magical Facts About Sex In The Wizarding World,8,1
13 Young Creatives From London To Look Out For In 2016,0,1
13 Ridiculously Tasty Super Bowl Snacks You Can Make With Crescent Roll Dough,5,1
Being A Lesbian In Your Twenties Vs Being A Lesbian In Your Thirties,5,1
Which Dessert Should Be Your Valentine Based On Your Zodiac Sign,5,1
If White Men Experienced Racism And Sexism,10,1
22 Things You Totally Forgot You Used To Do On Facebook,0,1
What To Expect When You're Expecting The Collapse Of Society As We Know It - BuzzFeed News,7,1
"Sofia Vergara Shared Her Thoughts On Objectification, Diversity, And Boobs",7,1
25 Indie Albums That Are Still Amazing 10 Years Later,8,1
14 Times Space Was Trippier Than LSD,10,1
A Sweet Woman In Vancouver Held This Man's Hand To Calm Him Down On The Train - BuzzFeed News,4,1
The 24 Most Iconic Movie Cars Of All Time,2,1
What Natural Disaster Do You Fuck Like,10,1
"18 Things We Know About The ""Gilmore Girls"" Revival So Far",10,1
11 Struggles Women Understand Too Well,4,1
How Cathy Are You,6,1
12 Charts Only Sephora Lovers Will Understand,8,1
This Movie Trailer Perfectly Captures The Post-Grad Struggle Of Unemployment,5,1
17 Truths Only Female Best Friends Will Understand,10,1
26 Pictures People Who Don't Work Out Will Never Understand,3,1
20 Ridiculously Awesome Pieces Of Furniture You Wish You Could Afford,10,1
The CDC's New Infographic About Women And Drinking Is Totally Wild,8,1
Cartoon Network Just Released Its First Original Mobile Game,10,1
